,Year_bp,StateDesc_bp,CityName_bp,GeographicLevel_bp,Category_bp,Measure_bp,Data_Value_bp,MeasureId_bp,Census Tract,Year_chol,StateDesc_chol,CityName_chol,GeographicLevel_chol,Category_chol,Measure_chol,Data_Value_chol,MeasureId_chol,Year_dbt,StateDesc_dbt,CityName_dbt,GeographicLevel_dbt,Category_dbt,Measure_dbt,Data_Value_dbt,MeasureId_dbt,Year_obs,StateDesc_obs,CityName_obs,GeographicLevel_obs,Category_obs,Measure_obs,Data_Value_obs,MeasureId_obs,Total 18+ Population,Total Households,"Income < $10,000","Income $10,000-$14,999","Income $15,000-$24,999","Income $25,000-$34,999","Income $35,000-$49,999","Income $50,000-$74,999","Income $75,000-$99,999","Income $100,000-$149,999","Income $150,000-$199,999","Income > $200,000",Median Income (dollars),Mean Income (dollars),Total Population
10,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,23.1,BPHIGH,48453001845,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,29.4,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,7.3,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,24.2,OBESITY,2451,1389,3.5,5.7,5.8,7.9,14.5,18.0,12.0,21.5,10.4,0.7,63068,78503,2970
11,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,22.9,BPHIGH,48453001914,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.3,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,6.4,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,21.5,OBESITY,5007,2700,2.3,2.9,1.4,4.9,5.8,14.0,13.5,23.1,11.9,20.1,108088,152838,6426
12,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,21.1,BPHIGH,48453001308,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,27.1,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,7.4,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,24.8,OBESITY,2681,1521,6.0,3.0,8.3,11.5,12.7,23.6,10.7,14.3,2.3,7.6,60185,74734,2926
13,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,19.6,BPHIGH,48453001748,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,25.8,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,6.0,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,24.4,OBESITY,5438,2519,3.2,0.0,11.9,7.3,3.8,22.3,12.3,27.8,6.8,4.6,80593,91010,6880
14,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,,BPHIGH,48453001851,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,,OBESITY,7617,4396,4.1,2.9,8.1,6.6,11.5,21.7,15.8,17.6,7.3,4.4,66886,80984,9806
15,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,20.2,BPHIGH,48453002316,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,24.0,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,8.0,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,30.4,OBESITY,3872,2185,12.2,4.5,16.8,15.1,20.9,16.1,7.9,3.6,2.4,0.4,35516,45836,4944
16,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,17.3,BPHIGH,48453002004,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,23.3,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,5.2,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,22.9,OBESITY,2346,1684,9.8,4.8,12.4,14.5,13.7,20.9,9.7,9.0,2.4,2.9,45647,65413,2457
17,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,24.0,BPHIGH,48453001755,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,33.0,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,7.5,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,19.2,OBESITY,4529,2095,1.6,2.5,1.4,3.5,3.5,4.5,8.6,13.6,16.3,44.5,172250,204377,6214
18,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,22.5,BPHIGH,48453001828,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,29.8,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,6.7,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,23.3,OBESITY,3286,1678,0.5,0.0,0.7,2.0,12.0,16.9,21.7,26.9,13.1,6.4,94815,109044,4134
19,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,25.0,BPHIGH,48453001713,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.8,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,8.3,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,25.4,OBESITY,3834,2003,4.6,2.1,8.7,7.1,17.4,21.5,14.2,16.5,5.0,2.8,62523,74295,4448
20,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,26.6,BPHIGH,48453001604,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,34.7,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,7.2,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,20.5,OBESITY,3059,1712,3.0,1.1,4.3,4.1,5.9,5.3,12.0,13.7,9.9,40.7,151042,217279,4124
21,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,15.7,BPHIGH,48453000302,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,21.9,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,4.3,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,20.2,OBESITY,4507,2636,11.6,1.5,6.7,11.1,15.8,18.1,7.0,11.9,5.5,10.8,55120,82417,4964
22,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,21.9,BPHIGH,48453001505,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,28.6,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,6.4,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,22.9,OBESITY,3670,2295,8.8,4.8,8.8,8.5,15.2,12.3,8.1,21.4,4.6,7.5,57865,83013,4342
23,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,19.9,BPHIGH,48453001774,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,26.9,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,6.3,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,23.3,OBESITY,6028,2742,1.0,0.3,2.1,3.2,6.2,9.6,18.8,30.2,11.4,17.3,107978,127070,8225
24,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,33.0,BPHIGH,48453000802,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,31.4,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,13.9,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,35.7,OBESITY,2561,1311,17.5,7.8,11.7,7.8,16.0,15.3,6.3,11.4,2.1,4.2,40579,61299,3377
25,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,25.3,BPHIGH,48453001823,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,28.5,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,10.8,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,33.6,OBESITY,5145,2266,5.1,5.1,12.1,22.9,22.8,15.7,6.9,8.9,0.5,0.0,37163,46660,7492
26,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,27.0,BPHIGH,48453002312,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.4,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,12.9,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,35.3,OBESITY,5870,2427,10.6,9.7,17.6,14.8,11.9,16.3,8.0,8.2,0.9,2.3,31875,53804,8705
27,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,21.7,BPHIGH,48453001307,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,27.6,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,7.5,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,26.0,OBESITY,3113,1844,11.2,3.1,4.8,14.3,14.9,17.5,10.7,8.0,6.1,9.4,52162,77158,3775
28,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,22.1,BPHIGH,48453001760,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.0,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,6.2,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,22.3,OBESITY,11439,5656,0.5,0.0,4.6,2.1,4.2,11.9,10.7,21.3,13.4,31.4,140882,199396,17819
29,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,24.1,BPHIGH,48453001804,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,28.2,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,9.7,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,30.4,OBESITY,5129,2659,11.1,5.5,17.0,9.3,15.4,20.9,7.8,6.5,4.4,2.2,43970,60404,6970
30,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,24.7,BPHIGH,48453001706,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,32.1,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,7.0,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,20.9,OBESITY,3039,1929,0.5,3.2,4.5,7.6,10.8,14.7,15.8,16.1,7.8,19.0,85506,115058,3641
31,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,25.4,BPHIGH,48453001919,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,34.3,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,7.2,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,21.2,OBESITY,2703,1392,0.9,0.7,5.0,0.1,4.2,8.3,10.1,21.0,11.9,37.7,148958,218019,3809
32,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,13.4,BPHIGH,48453000203,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,17.8,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,3.6,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,20.2,OBESITY,1493,767,15.9,3.4,8.9,6.4,9.6,15.9,13.3,18.0,4.7,3.9,54777,83721,1594
33,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,27.3,BPHIGH,48453001813,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.1,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,11.7,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,34.8,OBESITY,4928,2365,9.9,6.7,16.7,16.8,15.1,15.0,7.3,6.3,2.2,4.0,34918,53052,7236
34,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,20.4,BPHIGH,48453001740,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,27.7,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,6.3,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,22.5,OBESITY,4134,2041,3.8,3.2,1.4,6.1,6.4,17.6,16.4,25.4,11.0,8.8,90855,105316,5172
35,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,30.0,BPHIGH,48453001781,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,36.8,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,9.1,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,22.2,OBESITY,1833,923,2.6,0.9,2.4,5.1,11.1,9.5,12.1,20.3,17.4,18.6,112438,129223,2491
36,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,14.1,BPHIGH,48453000500,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,19.2,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,3.8,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,20.4,OBESITY,4124,2075,24.0,8.8,8.2,6.5,13.2,13.0,10.2,4.1,3.8,8.1,38750,68031,4486
37,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,29.0,BPHIGH,48453002310,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,31.9,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,13.1,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,35.3,OBESITY,1956,874,12.6,5.4,17.3,6.2,21.7,15.7,8.9,11.0,1.3,0.0,39353,47705,3224
38,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,16.6,BPHIGH,48453001200,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,23.6,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,4.4,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,20.0,OBESITY,4619,3136,3.9,0.0,12.1,7.6,11.1,17.8,10.4,14.9,5.4,16.8,71190,111397,4972
39,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,22.9,BPHIGH,48453001769,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.5,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,6.9,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,22.7,OBESITY,4444,2186,0.7,0.8,1.8,3.8,5.7,21.4,12.2,30.2,10.0,13.4,109063,120603,5691
40,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,24.3,BPHIGH,48453001812,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,26.9,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,9.8,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,31.7,OBESITY,5828,2984,15.5,8.5,18.4,13.9,16.1,12.2,7.6,5.5,2.2,0.0,30461,40420,7920
41,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,19.9,BPHIGH,48453001840,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,23.2,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,6.6,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,27.2,OBESITY,8246,3847,3.5,3.3,8.6,16.4,10.6,16.6,16.4,18.4,5.0,1.3,62882,69256,11718
42,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,26.3,BPHIGH,48453001910,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,33.5,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,7.6,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,21.3,OBESITY,3553,1761,1.5,1.5,8.7,2.7,5.2,11.1,12.2,17.7,10.1,29.2,122961,183512,4621
43,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,38.3,BPHIGH,48453002109,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,34.6,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,15.4,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,32.8,OBESITY,3481,1574,13.9,9.7,7.4,10.5,15.0,16.8,13.2,9.7,1.5,2.2,42385,55925,3894
